RowId,Location
1,65.6536636352539
2,38.304649353027344
3,29.7365665435791
4,36.61088943481445
5,59.60654067993164
6,38.32847213745117
7,71.1969223022461
8,39.0383415222168
9,35.41676712036133
10,37.46996307373047
11,22.84547233581543
12,37.06243896484375
13,58.78997802734375
14,25.790945053100586
15,78.24528503417969
16,29.331789016723633
17,36.63563919067383
18,24.113168716430664
19,15.636697769165039
20,25.445772171020508
21,50.35238265991211
22,51.12662887573242
23,63.24201965332031
24,75.94657135009766
25,31.870027542114258
26,75.99616241455078
27,48.178897857666016
28,69.11212158203125
29,47.87108612060547
30,84.9354248046875
31,67.1178970336914
32,36.34903335571289
33,27.34514808654785
34,37.082523345947266
35,60.722896575927734
36,37.36632537841797
37,73.68180084228516
38,36.834999084472656
39,33.71888732910156
40,37.99689483642578
41,20.53223991394043
42,38.518882751464844
43,55.924930572509766
44,30.86191177368164
45,79.79051971435547
46,28.914569854736328
47,36.01933288574219
48,31.28944206237793
49,13.341978073120117
50,31.678394317626953
51,48.421810150146484
52,59.115684509277344
53,64.42720031738281
54,75.66345977783203
55,33.566837310791016
56,76.60296630859375
57,48.91912841796875
58,72.27081298828125
59,48.697689056396484
60,87.43778228759766
61,66.10575103759766
62,36.7320671081543
63,31.245840072631836
64,37.61066818237305
65,60.18674087524414
66,37.61263656616211
67,71.9753646850586
68,36.899452209472656
69,37.41888427734375
70,38.391090393066406
71,24.625669479370117
72,38.341705322265625
73,58.21056365966797
74,30.27839469909668
75,75.55311584472656
76,28.60601234436035
77,38.40242385864258
78,30.98552894592285
79,18.921262741088867
80,33.59846115112305
81,48.51573181152344
82,56.9515380859375
83,62.52595901489258
84,75.32721710205078
85,37.19522476196289
86,75.45504760742188
87,49.41357421875
88,71.64814758300781
89,49.35811996459961
90,84.73783874511719
91,65.73633575439453
92,38.54350662231445
93,31.239160537719727
94,40.07552719116211
95,59.31464767456055
96,40.054622650146484
97,73.05146026611328
98,39.98680877685547
99,37.51880645751953
100,40.71333312988281
101,24.25409698486328
102,41.32939910888672
103,55.51441192626953
104,31.246931076049805
105,76.67193603515625
106,31.11847496032715
107,37.305877685546875
108,31.434316635131836
109,17.8715763092041
110,34.26947784423828
111,48.30202102661133
112,53.553226470947266
113,65.75130462646484
114,77.56060791015625
115,33.471744537353516
116,78.24532318115234
117,48.725685119628906
118,71.88935852050781
119,49.083404541015625
120,82.19910430908203
121,66.28948974609375
122,38.06019592285156
123,27.961402893066406
124,39.559120178222656
125,60.171539306640625
126,37.82227325439453
127,73.43199920654297
128,38.89577865600586
129,34.94062423706055
130,38.78819274902344
131,21.027114868164062
132,40.795753479003906
133,58.15298843383789
134,25.321802139282227
135,79.85893249511719
136,28.744049072265625
137,37.161128997802734
138,26.99540901184082
